student_id,gender,age,admission_type,program,specialization,socioeconomic_index,first_gen_learner,baseline_digital_literacy,enrollment_year
4571,Male,24,Merit,MCA,DS,2,False,0.5778199914799433,2021
4572,Female,19,Management,M.Tech,DS,1,False,0.7195019148611556,2020
4573,Male,26,Merit,B.Tech,DS,2,True,0.7803144624456925,2019
4574,Female,25,Merit,B.Tech,DS,2,True,0.39925881535029817,2022
4575,Female,23,Management,B.Tech,CSE,1,False,0.6280461502820569,2022
4576,Male,26,Merit,B.Tech,CSE,4,False,0.635753742615736,2021
4577,Male,20,Management,B.Tech,DS,2,True,0.6519387101564199,2019
4578,Male,21,Management,M.Tech,CSE,1,False,0.6094477673063519,2021
4579,Other,24,Management,B.Tech,AI,1,False,0.3819444511722363,2020
4580,Female,18,Merit,M.Tech,CSE,1,False,0.6373187830048183,2020
4581,Female,18,Merit,B.Tech,IT,2,False,0.6268934588719236,2020
4582,Male,18,Merit,B.Tech,IT,3,False,0.3264287400987632,2021
4583,Female,25,Transfer,MCA,AI,2,False,0.37612402254159183,2022
4584,Female,23,Merit,MCA,DS,3,False,0.759697997603011,2020
4585,Female,20,Merit,B.Tech,AI,3,False,0.8072500191744124,2021
4586,Female,24,Merit,B.Tech,AI,4,False,0.562372902043867,2019
4587,Male,23,Merit,B.Tech,CSE,5,False,0.3529654146876774,2020
4588,Male,22,Merit,B.Tech,DS,1,True,0.45465104411728985,2020
4589,Female,20,Merit,M.Tech,CSE,1,False,0.2871375677700082,2021
4590,Female,21,Merit,M.Tech,CSE,2,False,0.6446523034253003,2020
4591,Female,18,Transfer,M.Tech,DS,5,True,0.2581212050624956,2019
4592,Male,26,Management,B.Tech,DS,4,True,0.3997078507038192,2022
4593,Male,22,Management,M.Tech,CSE,1,False,0.4417387471365485,2020
4594,Male,19,Merit,B.Tech,CSE,2,False,0.7524217975817706,2019
4595,Male,26,Management,B.Tech,IT,4,False,0.8184273171301922,2019
4596,Female,24,Management,B.Tech,AI,5,False,0.2700530853743581,2020
4597,Female,25,Transfer,B.Tech,AI,2,True,0.8119499077150428,2021
4598,Male,20,Merit,B.Tech,CSE,4,False,0.7707711821015132,2022
4599,Male,24,Management,M.Tech,CSE,5,False,0.6297900341059994,2021
4600,Male,18,Merit,B.Tech,CSE,1,False,0.6660635225565549,2021
4601,Male,23,Merit,B.Tech,IT,5,False,0.7538839023304369,2022
4602,Female,23,Merit,M.Tech,CSE,2,False,0.7654408166073119,2022
4603,Female,23,Management,B.Tech,IT,1,False,0.5796379611748012,2022
4604,Male,20,Merit,MCA,CSE,3,True,1.0,2020
4605,Female,23,Merit,B.Tech,DS,2,True,0.4903573636509402,2020
4606,Female,20,Management,M.Tech,IT,3,False,0.6686754585805891,2019
4607,Female,26,Merit,MCA,CSE,5,False,0.8801570458904303,2022
4608,Male,24,Merit,MCA,CSE,4,False,0.4567758848087281,2022
4609,Female,21,Merit,M.Tech,AI,1,False,0.4008865688108897,2020
4610,Male,20,Merit,M.Tech,DS,2,False,0.6530798756014919,2020
4611,Male,23,Merit,B.Tech,AI,1,False,0.9724944365682148,2020
4612,Male,26,Merit,B.Tech,CSE,5,True,0.3927263726319574,2020
4613,Male,20,Transfer,B.Tech,CSE,5,False,0.9143995350079812,2022
4614,Male,25,Management,M.Tech,CSE,4,True,0.4675577636601105,2022
4615,Male,23,Merit,M.Tech,IT,4,False,0.5713427021732137,2022
4616,Male,21,Merit,M.Tech,CSE,2,False,0.5308252955841906,2020
4617,Female,22,Merit,B.Tech,IT,1,True,0.8567011067471845,2020
4618,Female,20,Merit,B.Tech,CSE,2,False,0.3668163680153095,2022
4619,Male,19,Merit,MCA,DS,3,False,0.8641921223917582,2021
4620,Female,26,Merit,B.Tech,DS,5,False,0.905344159070406,2021
4621,Female,20,Merit,B.Tech,IT,3,True,1.0,2020
4622,Female,23,Merit,MCA,DS,3,True,0.9765003438752201,2020
4623,Male,22,Merit,B.Tech,DS,1,False,0.682177131161006,2019
4624,Female,25,Management,B.Tech,DS,3,False,0.7312565862863395,2022
4625,Female,22,Transfer,M.Tech,AI,3,False,0.8426162830004699,2022
4626,Female,25,Management,M.Tech,AI,4,False,0.7371637400562311,2020
4627,Male,22,Transfer,B.Tech,DS,2,True,0.6952589594471481,2022
4628,Male,23,Merit,B.Tech,CSE,4,False,0.6288464570121859,2020
4629,Female,22,Management,M.Tech,CSE,1,False,0.7262600215873383,2020
4630,Male,19,Merit,M.Tech,CSE,2,True,0.6033251810629938,2019
4631,Male,23,Management,B.Tech,DS,2,False,0.7189215399498419,2021
4632,Male,24,Management,M.Tech,DS,5,True,0.6203614371302288,2020
4633,Female,20,Merit,B.Tech,CSE,5,False,0.9590692089783158,2019
4634,Female,20,Merit,B.Tech,AI,3,False,0.6125470801991748,2020
4635,Male,24,Merit,MCA,AI,2,False,0.9718358209536222,2019
4636,Female,21,Merit,B.Tech,AI,2,False,0.7399975688802221,2021
4637,Male,19,Transfer,B.Tech,AI,5,False,0.5385369494015734,2019
4638,Female,26,Management,B.Tech,IT,3,True,0.4012250267004728,2022
4639,Female,26,Merit,B.Tech,IT,5,False,0.9783804342857214,2019
4640,Female,23,Merit,MCA,CSE,2,False,0.18684094723020775,2020
4641,Female,19,Merit,B.Tech,IT,1,True,0.19730099360284414,2020
4642,Male,20,Transfer,B.Tech,IT,5,True,0.7633106859524393,2021
4643,Female,22,Management,M.Tech,AI,4,True,0.8543887323064371,2019
4644,Male,22,Merit,B.Tech,IT,5,False,0.471773385252525,2020
4645,Female,26,Management,M.Tech,DS,2,False,0.6775658371938775,2019
4646,Female,20,Management,B.Tech,DS,3,True,0.36998075054180324,2021
4647,Female,19,Merit,B.Tech,DS,2,True,0.8284721069936748,2020
4648,Male,25,Management,MCA,AI,3,False,0.5520602384461811,2021
4649,Female,24,Merit,B.Tech,DS,2,False,0.20443529334248253,2019
4650,Male,26,Merit,M.Tech,DS,4,True,0.4871736458396472,2020
4651,Male,20,Merit,M.Tech,DS,4,True,0.5106674221662058,2021
4652,Female,23,Management,B.Tech,DS,3,False,0.19469411093632724,2022
4653,Male,22,Merit,B.Tech,CSE,4,True,0.695008915570367,2019
4654,Female,22,Management,M.Tech,AI,1,False,0.6657545754538785,2020
4655,Male,25,Management,B.Tech,AI,1,False,0.6205719139915884,2020
4656,Male,18,Management,B.Tech,IT,4,False,0.3797700544390067,2021
4657,Female,18,Management,M.Tech,AI,5,False,0.2675949595244992,2022
4658,Male,20,Merit,M.Tech,CSE,4,False,0.4242724207393176,2019
4659,Male,19,Merit,B.Tech,AI,3,False,0.4899580352426989,2021
4660,Female,19,Merit,B.Tech,CSE,4,True,0.761000816980095,2020
4661,Male,19,Merit,B.Tech,DS,4,False,0.34319877981744207,2021
4662,Female,21,Management,B.Tech,CSE,3,True,0.9074975348299016,2019
4663,Male,18,Management,MCA,AI,1,False,0.7357443668106148,2021
4664,Female,26,Merit,M.Tech,CSE,5,False,0.49899874855213644,2021
4665,Female,22,Management,B.Tech,CSE,2,False,0.7831231566972305,2019
4666,Female,22,Management,M.Tech,DS,5,False,0.5520052218272432,2020
4667,Male,26,Transfer,M.Tech,CSE,2,True,0.27129743297423226,2022
4668,Female,22,Merit,M.Tech,CSE,4,False,0.5472736207750786,2021
4669,Female,25,Management,B.Tech,IT,1,False,1.0,2019
4670,Female,18,Merit,M.Tech,IT,4,False,0.5844460960160869,2022
4671,Male,18,Merit,M.Tech,CSE,2,True,0.3530459772657679,2022
4672,Female,21,Merit,M.Tech,CSE,1,True,0.7611847394472108,2019
4673,Female,25,Merit,B.Tech,AI,2,False,0.3220152141140096,2021
4674,Male,20,Merit,M.Tech,DS,4,False,0.3910869593009597,2022
4675,Male,18,Merit,M.Tech,CSE,2,False,0.47288894043123564,2020
4676,Female,26,Management,B.Tech,DS,1,True,0.5732868245826197,2022
4677,Male,26,Management,B.Tech,IT,5,True,0.4265343260435027,2020
4678,Female,26,Transfer,M.Tech,DS,4,True,0.33276406340707776,2020
4679,Female,26,Merit,B.Tech,AI,2,False,0.631486307654755,2020
4680,Female,19,Management,B.Tech,CSE,2,False,0.6592003135108074,2019
4681,Male,21,Management,B.Tech,IT,5,True,0.3540562894345909,2019
4682,Male,19,Merit,B.Tech,CSE,1,True,0.4209823987591841,2022
4683,Female,24,Management,MCA,AI,3,False,0.6432403723520748,2022
4684,Male,20,Management,M.Tech,IT,3,True,0.5552062019964497,2022
4685,Female,26,Merit,B.Tech,IT,3,False,0.14684840602585275,2021
4686,Male,24,Management,B.Tech,IT,4,False,0.6524097987733191,2021
4687,Male,25,Management,B.Tech,AI,3,True,0.4711195410688013,2022
4688,Male,26,Transfer,B.Tech,IT,3,True,0.23967001767165572,2019
4689,Male,25,Management,B.Tech,AI,5,False,0.8340304060311831,2019
4690,Other,24,Management,M.Tech,DS,3,True,0.2808975450194552,2022
4691,Male,26,Management,M.Tech,CSE,2,True,0.5023954172375521,2019
4692,Male,18,Management,M.Tech,CSE,5,False,0.6665640745444648,2019
4693,Male,21,Transfer,M.Tech,IT,2,False,1.0,2022
4694,Male,21,Management,M.Tech,CSE,4,False,0.7685786486618049,2022
4695,Male,22,Management,B.Tech,IT,5,True,0.5610569577605964,2020
4696,Female,25,Merit,MCA,AI,2,False,0.19778580546806412,2022
4697,Male,18,Management,M.Tech,DS,2,True,0.446277972481922,2019
4698,Male,23,Merit,B.Tech,DS,1,False,0.6651415445503415,2019
4699,Male,26,Merit,M.Tech,AI,1,False,0.5810162322116753,2021
4700,Other,25,Merit,B.Tech,IT,1,False,0.7049269120975098,2022
4701,Male,19,Merit,MCA,CSE,1,False,0.4761482997334757,2022
4702,Male,24,Merit,B.Tech,CSE,3,False,0.3230482996784513,2020
4703,Female,22,Management,B.Tech,IT,4,False,0.9084167865581849,2020
4704,Female,19,Management,B.Tech,IT,3,False,0.5694788157193592,2021
4705,Male,18,Merit,M.Tech,IT,4,False,0.58106709595017,2020
4706,Male,19,Management,MCA,DS,5,True,0.2965955469816147,2021
4707,Female,23,Transfer,B.Tech,DS,4,False,0.7893078210494199,2022
4708,Male,25,Merit,M.Tech,CSE,3,True,0.7345415923190761,2021
4709,Female,20,Merit,B.Tech,IT,5,False,0.37707024734882066,2022
4710,Female,22,Merit,B.Tech,AI,5,False,0.6750328625758457,2020
4711,Male,19,Management,B.Tech,IT,5,False,0.666585505681765,2021
4712,Male,25,Merit,B.Tech,AI,1,False,0.7033824982041055,2020
4713,Male,21,Transfer,B.Tech,IT,3,True,0.6424863943615627,2020
4714,Female,23,Merit,M.Tech,IT,1,False,0.3609303995508629,2019
4715,Male,20,Merit,B.Tech,DS,2,False,0.9776508557426093,2021
4716,Male,25,Merit,B.Tech,AI,5,True,0.32258469401465895,2019
4717,Female,25,Merit,B.Tech,IT,5,False,0.4023524341840372,2020
4718,Other,20,Management,B.Tech,IT,5,False,0.5794675043974408,2021
4719,Male,26,Merit,B.Tech,AI,3,False,0.32495853244975814,2019
4720,Female,22,Merit,B.Tech,CSE,5,False,0.3093799467588617,2021
4721,Male,26,Merit,B.Tech,CSE,3,True,0.5304869858075735,2020
4722,Male,24,Management,M.Tech,AI,2,True,0.4812202429669573,2019
4723,Male,20,Management,B.Tech,IT,2,True,0.6078011602632295,2020
4724,Male,23,Management,M.Tech,IT,2,False,0.546809849191255,2019
4725,Male,19,Transfer,B.Tech,DS,1,False,0.33917406341279677,2019
4726,Male,23,Merit,B.Tech,IT,5,False,0.7087608172208293,2019
4727,Female,22,Merit,M.Tech,CSE,2,True,0.6632858873467673,2020
4728,Female,20,Merit,B.Tech,CSE,4,True,0.49282065993609836,2022
4729,Female,24,Merit,MCA,IT,3,True,0.4740843825534149,2021
4730,Male,21,Merit,B.Tech,CSE,4,True,0.5028463576019889,2022
4731,Male,23,Management,B.Tech,IT,2,False,0.6565673179565942,2021
4732,Male,26,Management,B.Tech,DS,1,False,0.5327658999011254,2021
4733,Female,23,Merit,B.Tech,IT,1,False,0.45360326265872986,2021
4734,Female,21,Merit,B.Tech,CSE,4,False,0.23477695514503696,2022
4735,Male,19,Management,MCA,CSE,2,False,0.733331753105006,2022
4736,Male,26,Transfer,B.Tech,AI,5,False,0.6767593076350121,2021
4737,Male,21,Merit,B.Tech,DS,3,False,0.6256656105449907,2022
4738,Male,21,Merit,MCA,AI,3,False,0.8064200864405348,2022
4739,Male,19,Transfer,B.Tech,IT,1,False,0.19946163332276634,2020
4740,Female,22,Transfer,B.Tech,IT,4,True,0.46969460607977487,2020
4741,Female,23,Merit,MCA,AI,2,True,0.5197704040732771,2021
4742,Male,23,Merit,M.Tech,AI,2,False,0.8728219983543968,2019
4743,Male,20,Merit,MCA,AI,5,True,0.7680137988030065,2020
4744,Other,26,Management,B.Tech,AI,5,False,1.0,2021
4745,Male,24,Merit,B.Tech,AI,2,False,0.5139113199511696,2020
4746,Male,20,Management,B.Tech,CSE,2,True,0.6969488677771462,2019
4747,Male,21,Merit,M.Tech,DS,3,True,0.49795855847761605,2020
4748,Male,24,Management,MCA,AI,4,True,0.8287174060811048,2022
4749,Male,25,Management,B.Tech,DS,3,False,0.2575765824206901,2020
4750,Female,23,Merit,B.Tech,DS,5,False,0.4120691563937403,2022
4751,Male,21,Merit,B.Tech,IT,1,False,0.7732056418366038,2022
4752,Male,19,Merit,B.Tech,CSE,2,False,0.6269947479927295,2021
4753,Female,25,Management,B.Tech,DS,2,False,0.8957164896491608,2019
4754,Male,18,Merit,B.Tech,DS,4,True,0.4127034374794879,2021
4755,Female,26,Management,B.Tech,DS,5,False,0.8129466249664616,2020
4756,Female,25,Management,MCA,DS,2,True,0.48316564465506373,2021
4757,Male,20,Merit,B.Tech,CSE,3,True,0.4748972365715962,2021
4758,Female,21,Management,B.Tech,CSE,4,False,0.2690307519864112,2022
4759,Male,21,Management,B.Tech,IT,2,False,0.3527370067497153,2021
4760,Other,19,Management,B.Tech,AI,1,True,0.6427531431549348,2021
4761,Male,22,Merit,B.Tech,IT,5,True,0.4787724492602644,2020
4762,Other,20,Management,M.Tech,DS,4,False,0.9253373091996928,2020
4763,Female,18,Merit,MCA,IT,3,True,0.4869211936156379,2021
4764,Male,19,Management,B.Tech,DS,5,True,0.5554084358185405,2020
4765,Male,24,Merit,M.Tech,IT,2,False,0.5816892211569308,2019
4766,Other,18,Management,B.Tech,IT,1,False,0.9701424877537465,2022
4767,Female,19,Management,M.Tech,IT,3,False,0.36674106249366967,2020
4768,Male,24,Merit,B.Tech,CSE,5,True,0.6034847141833151,2021
4769,Female,18,Merit,B.Tech,IT,2,True,0.6479978632861138,2022
4770,Male,24,Merit,B.Tech,CSE,4,False,0.7317868616917006,2021
4771,Male,25,Merit,M.Tech,CSE,2,False,0.5959186472838319,2020
4772,Male,19,Management,B.Tech,IT,4,False,0.2720686687187674,2019
4773,Male,21,Management,B.Tech,DS,4,False,0.784370221688971,2022
4774,Female,24,Merit,M.Tech,CSE,2,False,1.0,2019
4775,Male,18,Merit,B.Tech,IT,1,True,0.3252881620678044,2022
4776,Female,23,Management,M.Tech,IT,4,False,0.6707089510148355,2020
4777,Male,22,Merit,B.Tech,DS,4,False,0.9721720395521267,2022
4778,Male,23,Transfer,M.Tech,CSE,2,False,0.94249253177815,2022
4779,Male,25,Merit,B.Tech,DS,4,True,0.5877575030045232,2019
4780,Male,18,Management,M.Tech,AI,3,False,1.0,2020
4781,Male,20,Merit,B.Tech,CSE,5,True,0.8325825817352789,2021
4782,Male,26,Merit,M.Tech,AI,2,False,0.6202172095608195,2020
4783,Female,25,Merit,B.Tech,IT,3,True,0.26263830432245616,2019
4784,Male,21,Management,B.Tech,CSE,4,True,0.7650287686388241,2022
4785,Male,26,Merit,B.Tech,CSE,4,False,0.31363682176355107,2019
4786,Male,24,Management,B.Tech,DS,4,False,0.3249241490815149,2022
4787,Female,19,Merit,B.Tech,AI,5,False,0.24954405751027192,2019
4788,Female,18,Merit,M.Tech,DS,1,True,0.46622265367460214,2019
4789,Male,18,Merit,M.Tech,IT,2,True,0.8167737741786198,2020
4790,Male,20,Merit,B.Tech,DS,3,False,0.951036627937503,2020
4791,Male,19,Merit,B.Tech,DS,1,True,0.5156745432138425,2022
4792,Female,21,Merit,MCA,DS,2,False,0.3274716150331285,2020
4793,Male,25,Management,MCA,CSE,4,False,0.6170810322819943,2022
4794,Male,22,Transfer,B.Tech,IT,4,False,0.7112369834466086,2020
4795,Male,22,Management,B.Tech,IT,3,False,0.4321949798443675,2021
4796,Male,23,Merit,B.Tech,DS,1,False,0.7119429691839836,2022
4797,Male,22,Merit,M.Tech,CSE,4,False,0.913618029124749,2021
4798,Female,22,Merit,B.Tech,CSE,5,False,0.5553850795799585,2020
4799,Male,24,Merit,MCA,DS,2,False,0.4347820157214184,2021
4800,Female,23,Merit,B.Tech,IT,3,True,0.9842247343400014,2020
4801,Male,19,Merit,B.Tech,CSE,5,False,0.5279057038643825,2019
4802,Male,18,Merit,M.Tech,AI,3,False,1.0,2022
4803,Female,18,Merit,B.Tech,AI,2,False,0.7213692192041231,2019
4804,Male,21,Merit,B.Tech,IT,1,True,0.8916746868700258,2021
4805,Female,19,Merit,B.Tech,IT,5,True,0.5307508717490844,2020
4806,Male,23,Merit,B.Tech,IT,4,True,0.35212671753495206,2020
4807,Male,26,Management,MCA,AI,3,False,0.4259011145935796,2022
4808,Female,25,Merit,B.Tech,AI,1,True,0.41628855843194956,2020
4809,Male,21,Merit,B.Tech,CSE,2,False,0.445422377070012,2020
4810,Female,19,Merit,B.Tech,IT,4,False,0.500811014459622,2020
4811,Male,18,Merit,B.Tech,CSE,3,False,0.5982503365400608,2021
4812,Female,24,Management,B.Tech,AI,1,False,0.4577259083456141,2022
4813,Male,20,Merit,B.Tech,AI,2,True,0.539555986343596,2020
4814,Male,23,Merit,B.Tech,AI,1,False,0.6151761574331002,2019
4815,Female,22,Management,B.Tech,AI,2,False,0.7432554314621128,2021
4816,Female,22,Merit,B.Tech,CSE,4,False,0.40579858986649253,2022
4817,Female,19,Management,B.Tech,AI,5,True,0.7608241495755491,2019
4818,Female,26,Management,B.Tech,AI,3,False,0.7806614333127959,2019
4819,Female,21,Merit,M.Tech,IT,5,False,0.4730457004291816,2019
4820,Male,18,Merit,M.Tech,DS,4,False,0.8680527029472099,2022
4821,Male,19,Management,M.Tech,DS,5,False,0.15502751073085697,2022
4822,Male,26,Transfer,B.Tech,CSE,3,False,0.6927061372818473,2021
4823,Male,24,Management,M.Tech,AI,4,False,0.4846717162855072,2022
4824,Male,19,Merit,B.Tech,AI,3,False,0.5973439625463874,2019
4825,Male,24,Merit,B.Tech,DS,5,True,0.9335912663757256,2022
4826,Male,21,Management,B.Tech,AI,1,True,0.754079501299397,2020
4827,Female,19,Merit,B.Tech,IT,1,False,0.5342244776242738,2020
4828,Male,21,Merit,B.Tech,AI,3,False,0.21761108628148185,2019
4829,Male,22,Management,B.Tech,AI,1,False,0.5940230592427759,2020
4830,Male,21,Merit,MCA,DS,3,True,0.6322379426741185,2021
4831,Female,20,Management,B.Tech,DS,5,True,0.7436496287061582,2021
4832,Female,23,Management,B.Tech,AI,2,False,0.4910307954101234,2019
4833,Female,18,Merit,B.Tech,AI,4,True,0.6382393356204626,2022
4834,Male,25,Management,B.Tech,AI,5,False,0.392686075881965,2022
4835,Male,22,Management,B.Tech,AI,2,False,0.8622316453298977,2020
4836,Male,25,Merit,B.Tech,CSE,5,False,0.31936719122505136,2019
4837,Male,21,Merit,B.Tech,DS,2,False,0.8097658933285093,2021
4838,Male,21,Merit,M.Tech,IT,3,False,0.49231030687885613,2021
4839,Male,22,Management,B.Tech,CSE,4,False,0.16587261367228823,2021
4840,Male,22,Merit,B.Tech,CSE,3,True,0.7190448691919838,2020
4841,Female,23,Merit,MCA,CSE,4,True,0.5743210174060884,2021
4842,Female,22,Merit,B.Tech,CSE,2,True,0.3895725908362063,2022
4843,Male,22,Merit,B.Tech,AI,1,False,0.40657959201048044,2019
4844,Male,25,Merit,B.Tech,AI,1,False,0.6664432352635934,2022
4845,Male,23,Merit,B.Tech,IT,1,False,0.807989822999791,2022
4846,Male,19,Merit,B.Tech,IT,1,False,0.5224531384640864,2020
4847,Female,21,Merit,M.Tech,AI,5,False,0.17169332396449102,2021
4848,Male,21,Management,B.Tech,AI,5,False,0.665115936385157,2022
4849,Female,22,Management,B.Tech,DS,1,False,0.7292074899907613,2019
4850,Male,23,Merit,MCA,IT,3,False,0.46256062714809876,2022
4851,Other,22,Management,M.Tech,DS,2,False,0.8385626615790113,2021
4852,Male,23,Merit,B.Tech,IT,1,False,0.49264736375933404,2022
4853,Female,25,Merit,B.Tech,AI,3,False,1.0,2019
4854,Male,21,Merit,M.Tech,IT,3,False,0.6687691087832028,2019
4855,Female,20,Merit,M.Tech,AI,3,False,0.45968250329365234,2019
4856,Male,26,Merit,B.Tech,AI,5,True,0.4940269800927408,2019
4857,Male,20,Merit,B.Tech,AI,4,True,0.5479337379753573,2022
4858,Female,25,Merit,B.Tech,AI,5,True,0.5541353339632308,2021
4859,Female,22,Merit,B.Tech,DS,1,True,0.5292092864683422,2020
4860,Female,26,Merit,MCA,DS,1,False,0.48132821646082624,2022
4861,Female,20,Transfer,B.Tech,AI,1,False,0.4663224069193618,2019
4862,Female,25,Merit,B.Tech,DS,2,True,0.6536833512231323,2019
4863,Male,24,Management,B.Tech,DS,2,True,0.3557030094144602,2019
4864,Male,24,Merit,B.Tech,IT,4,False,0.6059630037127247,2021
4865,Male,26,Merit,B.Tech,CSE,5,False,0.5565899896663922,2022
4866,Female,25,Transfer,B.Tech,AI,3,True,0.6781717654850685,2021
4867,Male,20,Management,M.Tech,AI,5,False,0.8191041351971686,2022
4868,Male,23,Merit,M.Tech,IT,1,False,0.47801781075726224,2019
4869,Female,23,Merit,B.Tech,DS,4,True,0.9973132324647721,2019
4870,Female,22,Merit,M.Tech,IT,2,True,0.6246181563509129,2020
4871,Male,20,Management,B.Tech,DS,4,False,0.6805055095873516,2021
4872,Male,26,Merit,B.Tech,IT,3,False,0.5084301458856871,2019
4873,Male,24,Management,MCA,DS,4,True,0.6367761954498368,2021
4874,Male,21,Management,B.Tech,DS,4,False,0.7673847888091081,2021
4875,Male,23,Merit,B.Tech,IT,4,False,0.9023319619668811,2019
4876,Female,22,Management,B.Tech,AI,1,False,0.2984597754579885,2019
4877,Female,18,Management,MCA,IT,3,True,0.5502095885056711,2020
4878,Female,19,Merit,B.Tech,DS,2,True,0.670253570597814,2020
4879,Male,18,Merit,B.Tech,DS,5,True,0.7171531880059285,2021
4880,Female,26,Management,B.Tech,AI,2,False,0.9400780323986231,2019
4881,Male,26,Merit,B.Tech,DS,4,False,0.5492068021787365,2022
4882,Male,22,Management,B.Tech,IT,4,False,0.4470049104051068,2021
4883,Female,25,Merit,B.Tech,CSE,5,False,0.3649394539851498,2020
4884,Male,21,Merit,B.Tech,AI,3,False,0.4211029196337429,2021
4885,Male,18,Transfer,B.Tech,IT,4,False,0.3063575332121666,2022
4886,Female,21,Merit,M.Tech,DS,1,True,0.3767269729960683,2019
4887,Male,24,Merit,B.Tech,DS,1,True,0.7326652355967748,2021
4888,Female,19,Management,B.Tech,AI,2,True,0.5465110036423008,2019
4889,Male,19,Management,B.Tech,IT,1,True,0.2994581640016892,2020
4890,Female,23,Merit,B.Tech,DS,2,True,0.9475024707220675,2020
4891,Male,26,Management,B.Tech,IT,4,False,0.7098369065378877,2019
4892,Male,20,Merit,M.Tech,IT,1,True,1.0,2022
4893,Female,24,Management,MCA,CSE,1,False,0.6747672707241572,2022
4894,Male,26,Merit,B.Tech,IT,5,True,0.44936969548338057,2022
4895,Male,26,Merit,M.Tech,CSE,2,True,0.5877196801584157,2019
4896,Male,21,Management,M.Tech,AI,5,False,0.6073688407617911,2022
4897,Male,19,Management,MCA,CSE,3,False,1.0,2022
4898,Male,18,Management,M.Tech,IT,5,True,0.6361054823023842,2019
4899,Male,23,Merit,B.Tech,AI,1,False,0.2906793236837101,2021
4900,Female,22,Management,B.Tech,CSE,1,True,0.34907580841749997,2020
4901,Male,23,Merit,M.Tech,AI,3,False,0.9912915129349091,2020
4902,Male,24,Merit,B.Tech,DS,2,True,0.7404507330697259,2019
4903,Male,26,Management,B.Tech,IT,2,False,0.6943601602885567,2021
4904,Male,23,Merit,B.Tech,DS,2,False,1.0,2019
4905,Female,23,Merit,MCA,AI,3,False,0.2399636918139667,2022
4906,Male,20,Transfer,B.Tech,CSE,4,False,0.6665979800027442,2020
4907,Female,25,Transfer,B.Tech,AI,4,False,0.9792596978620203,2020
4908,Male,26,Management,B.Tech,DS,3,False,0.6999665608136212,2022
4909,Female,18,Merit,B.Tech,IT,5,True,0.22078312134177097,2019
4910,Male,23,Merit,B.Tech,AI,3,True,0.4256119975123709,2019
4911,Female,24,Merit,M.Tech,DS,4,True,0.6480443195371746,2020
4912,Female,25,Merit,MCA,AI,4,True,0.6975862565659969,2019
4913,Male,25,Merit,MCA,AI,5,True,0.32399127331183,2019
4914,Male,24,Merit,B.Tech,IT,1,False,0.43340832294705367,2019
4915,Male,25,Merit,B.Tech,CSE,1,True,0.48535152024638895,2021
4916,Female,26,Merit,MCA,DS,1,False,0.8984107681872083,2022
4917,Male,24,Management,M.Tech,AI,2,False,0.5274296547381099,2019
4918,Male,20,Merit,M.Tech,IT,4,True,0.5935536240658479,2022
4919,Female,26,Management,B.Tech,AI,3,False,0.33695011677005704,2022
4920,Male,18,Merit,B.Tech,CSE,5,True,0.7414552664287947,2020
4921,Female,25,Merit,M.Tech,IT,4,False,0.7303611507081208,2020
4922,Female,23,Merit,B.Tech,IT,1,False,0.7343092149482112,2022
4923,Female,20,Merit,B.Tech,AI,5,False,0.5873911579320448,2019
4924,Female,26,Merit,M.Tech,IT,3,False,0.7578359869829807,2019
4925,Male,23,Management,M.Tech,AI,4,True,0.6598109580843209,2019
4926,Male,24,Merit,B.Tech,IT,3,False,0.5648640830716806,2019
4927,Male,19,Management,B.Tech,AI,4,True,0.6883767608117084,2022
4928,Male,18,Management,M.Tech,IT,4,False,0.7692426407227619,2020
4929,Female,18,Merit,B.Tech,CSE,1,False,0.8052762496461904,2022
4930,Female,20,Merit,MCA,CSE,5,False,0.4439495112546531,2020
4931,Male,20,Management,M.Tech,CSE,1,False,0.29443273212416243,2022
4932,Male,25,Management,M.Tech,AI,4,False,0.43695007071033765,2020
4933,Female,24,Management,B.Tech,AI,1,True,0.6601713518399508,2020
4934,Male,25,Management,B.Tech,AI,4,True,0.8748442945464946,2022
4935,Male,18,Merit,B.Tech,CSE,1,False,0.8343234166400993,2022
4936,Male,21,Merit,B.Tech,IT,4,True,0.46363085350312383,2021
4937,Female,25,Management,B.Tech,AI,2,False,0.7702607131161021,2021
4938,Female,19,Merit,B.Tech,AI,2,False,0.8562706354862034,2019
4939,Female,24,Merit,B.Tech,AI,3,False,0.35750403423233545,2021
4940,Female,25,Management,B.Tech,IT,4,True,0.6885900219048522,2022
4941,Male,26,Merit,B.Tech,AI,1,True,0.5972450033637703,2020
4942,Male,24,Merit,B.Tech,DS,4,False,0.6772131445643557,2021
4943,Female,26,Management,B.Tech,IT,1,False,0.30936433926802304,2019
4944,Male,19,Merit,MCA,CSE,3,False,0.6310426109811422,2021
4945,Female,18,Management,B.Tech,IT,4,False,0.42492287983805377,2020
4946,Female,18,Management,B.Tech,AI,3,True,0.298875288323348,2021
4947,Female,21,Merit,B.Tech,AI,1,False,0.7300288285816025,2021
4948,Female,18,Merit,B.Tech,CSE,5,False,0.6807003654237592,2019
4949,Female,24,Management,B.Tech,AI,1,True,0.7323108841756578,2021
4950,Female,25,Merit,B.Tech,AI,3,True,0.7139545584361662,2019
4951,Male,20,Merit,MCA,AI,4,True,0.6243097046492078,2022
4952,Male,18,Management,B.Tech,DS,4,False,0.37263655971405707,2022
