student_id,course_id,weekly_login_frequency,average_session_time,content_completion_rate,forum_participation_score,assessment_timeliness
14798,54,0.0,25.21,0.72,0.0,0.49
10989,104,0.0,3.23,0.37,0.0,0.46
7320,166,0.0,27.58,0.19,0.0,0.48
11173,95,0.0,1.0,0.18,0.0,0.49
6631,117,0.0,5.24,0.81,0.0,0.58
9470,58,0.0,33.55,0.54,0.0,0.45
9438,53,0.0,17.02,0.52,0.0,0.52
13537,119,0.0,32.24,0.79,0.0,0.54
7020,11,0.0,48.13,0.64,0.0,0.52
14203,162,0.0,37.42,0.26,0.0,0.6
11835,65,0.0,15.85,0.29,0.0,0.58
14626,72,0.0,12.19,0.45,0.1,0.53
9692,84,0.0,4.02,0.26,0.1,0.55
18772,126,1.0,5.24,0.51,0.0,0.51
12241,106,0.0,3.81,0.5,0.0,0.51
12949,42,0.0,2.77,0.68,0.0,0.62
3056,42,0.0,1.02,0.31,0.0,0.46
9595,146,1.0,9.22,0.6,0.0,0.51
9111,39,1.0,47.58,0.62,0.0,0.47
14818,48,1.0,13.55,0.5,0.0,0.92
8328,157,1.0,37.06,0.8,0.0,0.49
60,82,1.0,6.54,0.67,0.0,0.49
976,13,0.0,1.31,0.57,0.1,0.51
6756,137,1.0,27.97,0.35,0.0,0.62
10708,63,0.0,47.58,0.69,0.0,0.54
15484,145,0.0,10.82,0.6,0.0,0.88
12864,175,0.0,15.88,0.55,0.1,0.57
17470,10,0.0,86.36,0.66,0.0,0.49
12647,103,1.0,5.14,0.5,0.0,0.58
4481,8,1.0,1.46,0.66,0.0,0.66
5070,175,1.0,1.28,0.49,0.0,0.56
7953,162,0.0,5.33,0.48,0.1,0.46
11678,87,0.0,36.65,0.21,0.0,0.57
1414,107,0.0,2.58,0.29,0.0,0.51
3640,160,0.0,6.43,0.55,0.0,0.45
19644,143,1.0,6.57,0.62,0.0,0.45
10266,12,0.0,26.78,0.52,0.1,0.44
13445,164,1.0,2.23,0.46,0.0,0.52
6258,109,0.0,9.54,0.38,0.0,0.53
3026,101,0.0,13.19,0.44,0.0,0.43
11500,129,1.0,3.44,0.83,0.0,0.44
11617,70,1.0,49.22,0.3,0.0,0.51
8608,87,1.0,10.69,0.41,0.0,0.43
9348,161,0.0,12.37,0.53,0.0,0.59
15397,174,0.0,31.77,0.63,0.0,0.47
10980,158,0.0,4.67,0.21,0.0,0.46
15132,165,0.0,8.78,0.57,0.1,0.54
169,99,1.0,2.96,0.58,0.0,0.52
12006,113,0.0,24.3,0.7,0.0,0.43
14904,28,0.0,13.31,0.37,0.0,0.59
3661,121,0.0,7.66,0.62,0.0,0.51
7318,57,1.0,5.25,0.27,0.0,0.53
16559,139,0.0,2.32,0.38,0.1,0.52
11885,119,0.0,9.72,0.53,0.0,0.83
4081,80,1.0,16.77,0.37,0.0,0.51
15005,66,0.0,11.07,0.58,0.0,0.49
2606,51,0.0,16.01,0.47,0.0,0.53
16233,153,0.0,8.53,0.36,0.1,0.54
12601,7,0.0,3.22,0.47,0.0,0.52
15408,93,1.0,1.0,0.51,0.0,0.46
18910,37,0.0,12.3,0.6,0.1,0.48
19905,80,0.0,22.09,0.7,0.1,0.44
18629,99,0.0,44.84,0.49,0.0,0.45
8972,111,1.0,2.92,0.75,0.0,0.52
374,26,1.0,1.0,0.51,0.0,0.55
14999,88,0.0,1.0,0.45,0.0,0.49
866,42,1.0,8.45,0.13,0.0,0.54
15555,1,1.0,2.35,0.83,0.0,0.5
503,91,0.0,2.11,0.6,0.1,0.46
3610,2,0.0,12.68,0.83,0.0,0.4
19577,7,0.0,11.57,0.74,0.1,0.53
3031,129,0.0,13.33,0.51,0.0,0.5
15728,4,0.0,12.06,0.54,0.0,0.41
3825,48,1.0,8.19,0.53,0.0,0.56
12744,130,0.0,1.06,0.56,0.0,0.49
9364,61,1.0,3.84,0.88,0.0,0.47
2043,135,1.0,17.68,0.72,0.0,0.55
16360,69,0.0,1.27,0.64,0.0,0.53
17755,70,0.0,14.37,0.84,0.0,0.45
7746,15,0.0,16.47,0.62,0.0,0.49
19513,76,0.0,14.49,0.67,0.0,0.46
17408,116,0.0,30.57,0.41,0.0,0.85
17571,123,0.0,21.07,0.67,0.0,0.48
13801,150,0.0,14.82,0.68,0.0,0.57
11375,111,1.0,17.02,0.3,0.0,0.53
8425,16,0.0,37.15,0.29,0.0,0.57
1513,170,1.0,6.92,0.68,0.0,0.57
1580,175,0.0,1.0,0.78,0.0,0.41
14503,6,0.0,7.98,0.29,0.1,0.55
2973,71,0.0,15.11,0.85,0.1,0.46
5498,29,0.0,1.02,0.77,0.1,0.47
386,142,1.0,24.41,0.59,0.0,0.6
2675,146,1.0,19.0,0.5,0.0,0.52
18023,74,1.0,29.23,0.37,0.0,0.49
313,114,1.0,14.78,0.23,0.0,0.45
7302,48,1.0,37.3,0.38,0.0,0.5
4056,85,0.0,7.0,0.28,0.1,0.63
19641,142,1.0,13.88,0.68,0.0,0.49
5988,162,0.0,28.2,0.26,0.0,0.49
10037,63,0.0,14.77,0.66,0.0,0.4
4779,173,0.0,5.57,0.65,0.0,0.54
10399,152,0.0,1.0,0.74,0.0,0.5
14362,135,0.0,11.35,0.41,0.0,0.49
5799,69,0.0,8.24,0.8,0.0,0.59
1686,173,0.0,3.4,0.74,0.0,0.51
16606,76,0.0,30.26,0.79,0.0,0.56
18624,127,0.0,37.54,0.58,0.0,0.5
17325,174,0.0,1.0,0.39,0.0,0.76
7377,89,0.0,1.05,0.71,0.0,0.7
15691,97,0.0,39.56,0.4,0.0,0.52
3009,27,0.0,12.06,0.65,0.1,0.42
19543,163,0.0,10.98,0.45,0.0,0.46
7943,149,0.0,17.64,0.53,0.0,0.45
13783,110,0.0,8.07,0.26,0.0,0.43
295,81,0.0,5.32,0.56,0.0,0.59
10480,123,1.0,47.46,0.48,0.0,0.44
5929,92,0.0,5.12,0.77,0.1,0.53
18043,74,1.0,11.72,0.43,0.0,0.47
8322,94,1.0,16.44,0.53,0.0,0.5
461,2,0.0,14.27,0.32,0.0,0.44
12257,101,1.0,13.93,0.37,0.0,0.52
3138,27,0.0,9.56,0.16,0.1,0.51
16210,61,0.0,49.62,0.67,0.0,0.58
14070,46,0.0,1.3,0.55,0.0,0.51
10832,129,0.0,1.11,0.71,0.0,0.48
6608,77,0.0,23.35,0.68,0.0,0.68
6289,6,1.0,1.36,0.59,0.0,0.53
17738,18,0.0,9.46,0.66,0.0,0.44
10297,153,0.0,15.29,0.72,0.1,0.54
13516,47,0.0,5.14,0.39,0.0,0.59
3460,176,0.0,14.95,0.35,0.1,0.48
4364,49,1.0,27.92,0.47,0.0,0.5
11852,171,0.0,28.0,0.29,0.0,0.47
19815,89,0.0,1.84,0.74,0.0,0.52
18632,138,0.0,21.04,0.42,0.0,0.5
16185,54,0.0,36.01,0.43,0.0,0.47
1801,114,0.0,1.0,0.41,0.0,0.55
12081,67,0.0,1.36,0.28,0.0,0.56
9595,151,0.0,16.8,0.68,0.0,0.49
12025,73,0.0,44.33,0.74,0.0,0.7
12068,38,0.0,11.68,0.52,0.0,0.49
10671,43,1.0,9.38,0.4,0.0,0.47
11888,111,1.0,2.94,0.29,0.0,0.55
11565,35,0.0,17.34,0.39,0.0,0.53
3262,72,1.0,13.01,0.46,0.0,0.53
13975,34,0.0,3.86,0.22,0.0,0.51
9282,158,0.0,9.24,0.28,0.0,0.52
19803,81,1.0,25.82,0.18,0.0,0.48
15427,12,0.0,40.79,0.62,0.0,0.45
2582,32,0.0,22.24,0.42,0.0,0.68
4704,136,1.0,7.39,0.79,0.0,0.99
12226,20,0.0,4.56,0.52,0.0,0.52
12174,164,1.0,16.44,0.4,0.0,0.57
15468,13,1.0,7.95,0.73,0.0,0.48
19835,135,0.0,15.2,0.51,0.1,0.64
13833,57,0.0,3.39,0.14,0.0,0.39
5656,66,0.0,22.21,0.36,0.0,0.56
14807,168,0.0,22.42,0.53,0.0,0.47
3117,113,0.0,18.34,0.53,0.0,0.53
4518,148,0.0,83.11,0.71,0.0,0.5
13094,92,0.0,20.67,0.16,0.0,0.46
1259,48,0.0,1.42,0.22,0.0,0.48
11235,171,0.0,1.72,0.32,0.0,0.5
8126,108,1.0,34.7,0.59,0.0,0.46
11846,147,1.0,13.61,0.76,0.0,0.45
553,164,1.0,17.07,0.83,0.0,0.6
15526,128,1.0,6.72,0.32,0.0,0.42
4834,112,0.0,32.04,0.62,0.0,0.37
17341,17,0.0,2.76,0.26,0.1,0.53
8832,173,0.0,38.47,0.57,0.0,0.47
4432,163,0.0,1.02,0.62,0.0,0.51
14551,7,1.0,5.6,0.48,0.0,0.47
18611,36,0.0,53.37,0.37,0.0,0.58
4951,155,1.0,3.39,0.61,0.0,0.48
8282,166,0.0,5.59,0.31,0.0,0.52
16002,83,1.0,3.88,0.65,0.0,0.47
2568,33,0.0,9.39,0.49,0.0,0.68
11425,64,0.0,36.44,0.72,0.1,0.53
3118,41,1.0,2.73,0.14,0.0,0.46
11670,50,0.0,9.76,0.59,0.0,0.4
10484,165,0.0,4.38,0.68,0.1,0.47
17921,167,0.0,8.42,0.38,0.0,0.53
11966,74,1.0,1.0,0.56,0.0,0.52
15315,73,0.0,18.84,0.58,0.1,0.47
13774,14,1.0,1.0,0.68,0.0,0.48
13884,94,1.0,29.41,0.45,0.0,0.5
12858,132,0.0,1.0,0.17,0.0,0.46
12465,66,1.0,16.7,0.43,0.0,0.77
12236,113,1.0,6.84,0.61,0.0,0.46
1128,170,0.0,7.44,0.69,0.1,0.56
14428,134,0.0,4.62,0.45,0.0,0.81
8873,32,0.0,16.03,0.67,0.0,0.48
169,172,1.0,2.59,0.49,0.0,0.44
12284,129,0.0,2.41,0.6,0.1,0.51
13581,123,1.0,7.87,0.38,0.0,0.49
19522,162,1.0,7.79,0.58,0.0,0.57
7614,169,0.0,51.14,0.71,0.0,0.47
2565,86,0.0,8.22,0.34,0.0,0.51
13641,131,0.04,21.55,0.51,0.0,0.68
2532,78,1.0,2.01,0.72,0.0,0.57
2960,43,1.0,1.0,0.55,0.0,0.4
16948,135,0.0,30.17,0.23,0.0,0.5
7318,19,0.0,37.43,0.78,0.1,0.56
15800,131,0.0,1.51,0.34,0.0,0.47
4492,31,0.0,17.65,0.62,0.0,0.59
10521,83,0.0,8.31,0.49,0.0,0.49
15525,50,1.0,6.79,0.31,0.0,0.48
19241,175,0.0,22.11,0.22,0.0,0.73
5529,86,0.0,35.12,0.56,0.0,0.62
11230,16,0.0,7.1,0.46,0.0,0.57
1540,110,1.0,23.43,0.31,0.0,0.63
17600,41,0.0,2.04,0.35,0.0,0.5
4970,10,0.0,9.96,0.74,0.0,0.55
12586,161,0.0,18.71,0.63,0.0,0.47
3560,56,0.0,5.73,0.72,0.0,0.56
8586,90,1.0,2.14,0.75,0.0,0.47
4508,32,0.0,18.29,0.38,0.0,0.5
11903,52,1.0,4.56,0.7,0.0,0.59
7159,102,0.0,10.8,0.64,0.0,0.44
15503,56,0.0,7.16,0.74,0.0,0.46
779,16,0.0,7.5,0.33,0.0,0.5
5376,12,0.0,10.53,0.32,0.0,0.81
7159,143,0.0,29.49,0.43,0.1,0.54
9405,5,1.0,7.75,0.7,0.1,0.42
16821,79,1.0,10.48,0.7,0.0,0.47
12087,47,1.0,2.03,0.66,0.0,0.54
9994,33,0.0,3.82,0.58,0.0,0.43
15083,44,0.0,18.26,0.37,0.0,0.48
4837,92,0.0,5.37,0.57,0.0,0.4
13562,2,1.0,1.97,0.65,0.0,0.59
7278,151,1.0,1.51,0.25,0.0,0.47
1551,63,1.0,20.46,0.38,0.0,0.53
15831,133,1.0,45.37,0.24,0.0,0.47
14859,85,1.0,21.61,0.64,0.0,0.61
16620,23,0.0,8.55,0.54,0.1,0.47
15650,87,0.0,2.5,0.31,0.0,0.52
13458,102,1.0,11.45,0.49,0.0,0.56
10268,109,0.0,29.84,0.57,0.0,0.44
5469,41,0.0,4.0,0.49,0.0,0.39
10266,24,1.0,13.85,0.32,0.0,0.52
13404,101,0.0,3.85,0.17,0.1,0.47
7811,64,0.0,11.31,0.65,0.0,0.46
3808,129,0.0,1.0,0.74,0.0,0.53
10621,60,1.0,15.28,0.74,0.0,0.45
10900,10,1.0,1.0,0.48,0.0,0.51
4767,178,0.0,14.13,0.61,0.0,0.45
2309,107,0.0,1.56,0.55,0.0,0.48
19847,132,0.0,31.48,0.37,0.0,0.57
2302,24,0.0,31.33,0.26,0.0,0.49
12867,173,0.0,23.55,0.56,0.1,0.45
10842,63,1.0,15.95,0.7,0.0,0.47
4513,64,1.0,3.07,0.5,0.0,0.51
18853,25,1.0,39.55,0.81,0.0,0.37
6290,14,0.0,13.7,0.32,0.0,0.66
14860,108,0.0,4.66,0.13,0.0,0.46
17619,132,0.0,21.11,0.68,0.0,0.5
11723,4,0.0,7.31,0.62,0.0,0.52
898,163,0.0,5.24,0.64,0.0,0.5
5089,20,1.0,13.41,0.27,0.0,0.48
8058,11,0.0,5.29,0.53,0.0,0.45
5773,106,0.0,12.76,0.61,0.0,0.42
8924,136,1.0,1.13,0.73,0.0,0.44
13955,45,1.0,2.83,0.52,0.0,0.54
4118,158,0.0,1.26,0.46,0.0,0.48
17794,33,1.0,25.49,0.56,0.0,0.51
12178,32,0.0,6.96,0.63,0.0,0.55
10833,139,1.0,1.0,0.3,0.0,0.5
12863,82,0.0,9.72,0.64,0.0,0.6
14616,72,0.0,19.26,0.61,0.0,0.49
16821,116,0.0,2.35,0.49,0.0,0.46
8944,159,0.0,4.74,0.35,0.0,0.46
5557,150,1.0,14.18,0.77,0.0,0.56
3372,93,0.0,4.32,0.48,0.0,0.58
7813,113,0.0,17.68,0.45,0.0,0.52
11311,118,0.0,73.59,0.48,0.0,0.46
1893,7,1.0,8.92,0.51,0.0,0.51
8772,145,1.0,16.19,0.41,0.0,0.4
207,171,0.0,27.29,0.8,0.0,0.46
3172,167,1.0,57.4,0.79,0.0,0.45
4136,9,0.0,32.2,0.56,0.0,0.47
10145,15,0.0,1.48,0.6,0.1,0.73
15152,92,0.0,9.78,0.61,0.0,0.56
7936,4,0.0,13.25,0.36,0.0,0.52
8921,144,0.0,25.2,0.44,0.1,0.5
4316,177,1.0,3.66,0.52,0.0,0.46
15162,166,0.0,27.7,0.63,0.0,0.49
9250,146,0.0,30.65,0.74,0.1,0.44
8137,173,0.0,3.45,0.75,0.0,0.55
3320,129,0.0,2.86,0.53,0.0,0.47
14353,131,0.0,15.44,0.24,0.0,0.46
19867,172,0.0,59.91,0.69,0.0,0.53
9224,74,0.0,46.43,0.45,0.0,0.55
6187,33,0.0,22.0,0.76,0.0,0.46
18962,116,0.0,6.15,0.51,0.1,0.55
4539,97,0.0,25.75,0.13,0.0,0.43
14080,37,0.0,4.19,0.3,0.0,0.51
4597,10,1.0,4.03,0.71,0.0,0.52
4574,21,1.0,10.75,0.77,0.0,0.5
7201,77,0.0,23.39,0.54,0.1,0.45
7466,42,1.0,14.31,0.38,0.0,0.53
8040,172,1.0,54.9,0.52,0.0,0.49
10906,170,1.0,12.37,0.44,0.0,0.56
3316,104,1.0,10.32,0.36,0.0,0.36
14408,18,0.0,8.3,0.41,0.1,0.47
2239,32,1.0,1.41,0.66,0.0,0.48
6627,16,0.0,14.16,0.59,0.0,0.37
13689,19,0.0,5.22,0.4,0.0,0.47
9286,143,0.0,60.55,0.44,0.0,0.52
12135,72,0.0,4.9,0.29,0.0,0.52
11622,55,0.0,10.35,0.66,0.0,0.5
19738,80,0.32,14.29,0.51,0.0,0.59
2001,99,0.0,1.9,0.67,0.0,0.53
4292,9,0.0,49.19,0.44,0.0,0.51
3643,132,0.0,1.0,0.48,0.0,0.59
8406,61,1.0,3.7,0.31,0.0,0.5
18699,159,0.0,25.49,0.28,0.0,0.48
11184,37,0.0,2.37,0.54,0.0,0.45
9680,141,0.0,18.88,0.74,0.0,0.48
17253,36,0.0,15.48,0.37,0.0,0.56
19220,62,0.0,13.62,0.52,0.1,0.45
18514,20,0.0,6.51,0.32,0.0,0.53
16214,134,0.0,95.59,0.31,0.0,0.54
12938,82,0.0,6.61,0.26,0.0,0.43
12324,59,1.0,12.29,0.39,0.0,0.49
3320,67,0.0,60.13,0.44,0.0,0.44
8241,122,1.0,7.62,0.8,0.0,0.49
8315,122,1.0,24.81,0.61,0.0,0.58
3539,140,0.0,9.99,0.38,0.0,0.44
4564,171,0.0,4.61,0.54,0.1,0.45
8369,112,0.0,3.01,0.43,0.0,0.54
5131,116,1.0,23.03,0.85,0.0,0.35
2489,33,0.0,28.97,0.34,0.0,0.47
11710,144,0.0,11.78,0.5,0.1,0.53
10876,36,0.0,6.08,0.2,0.0,0.5
13859,51,0.0,21.89,0.57,0.0,0.53
3937,166,0.0,8.29,0.29,0.0,0.44
7510,61,1.0,6.12,0.85,0.0,0.51
6535,126,0.0,1.0,0.5,0.1,0.41
1875,14,0.0,4.18,0.54,0.0,0.52
12189,62,0.0,21.37,0.28,0.0,0.47
18722,66,0.0,6.51,0.46,0.0,0.52
6963,17,0.0,7.96,0.37,0.0,0.77
12833,68,0.0,8.3,0.63,0.1,0.55
291,34,1.0,2.96,0.38,0.0,0.51
274,36,1.0,3.69,0.31,0.0,0.53
17973,149,1.0,18.45,0.29,0.0,0.51
16526,152,0.0,5.57,0.36,0.0,0.54
9438,7,0.0,1.21,0.74,0.0,0.42
5975,94,0.0,2.16,0.76,0.0,0.51
6979,21,1.0,8.7,0.42,0.0,0.51
16610,151,0.0,13.59,0.89,0.0,0.43
13661,39,0.0,15.25,0.46,0.0,0.45
16296,45,0.0,8.89,0.51,0.1,0.53
18739,23,0.0,11.84,0.48,0.0,0.57
15560,130,0.0,4.67,0.53,0.0,0.52
19849,144,0.0,9.17,0.53,0.0,0.78
10973,42,1.0,16.18,0.48,0.0,0.55
18996,23,1.0,20.27,0.63,0.0,0.5
200,134,0.0,4.01,0.4,0.0,0.47
11309,143,0.0,4.02,0.8,0.0,0.43
15686,128,1.0,2.35,0.72,0.0,0.47
3922,165,1.0,3.85,0.54,0.0,0.52
12633,47,0.0,1.06,0.66,0.0,0.54
2951,18,0.0,2.76,0.61,0.1,0.52
13736,55,0.0,3.12,0.78,0.0,0.54
14734,99,0.0,1.0,0.65,0.1,0.45
3074,133,0.0,42.95,0.45,0.0,0.49
12696,66,0.0,1.0,0.56,0.0,0.38
10885,110,0.0,7.35,0.86,0.0,0.54
18904,9,1.0,3.44,0.58,0.0,0.4
18005,168,0.0,1.0,0.61,0.0,0.35
11407,141,1.0,9.66,0.38,0.0,0.94
15251,2,1.0,4.75,0.32,0.0,0.58
13788,14,1.0,2.46,0.51,0.0,0.52
1708,121,0.0,2.11,0.6,0.0,0.52
13004,104,0.0,6.78,0.56,0.0,0.46
18732,162,1.0,9.91,0.59,0.0,0.56
12399,11,1.0,27.43,0.35,0.0,0.54
3236,110,0.0,11.11,0.74,0.0,0.76
6187,47,0.0,5.8,0.61,0.0,0.48
6166,20,0.0,16.12,0.63,0.0,0.48
13835,30,1.0,1.65,0.32,0.0,0.84
6096,162,1.0,7.03,0.71,0.0,0.52
11898,53,1.0,6.98,0.64,0.0,0.59
16210,100,0.0,2.06,0.18,0.0,0.49
8902,177,0.0,9.55,0.31,0.0,0.54
14831,37,0.0,11.9,0.12,0.0,0.51
9889,11,0.0,1.0,0.52,0.0,0.56
5267,157,0.0,31.82,0.29,0.0,0.47
5429,126,0.0,11.46,0.56,0.0,0.45
12009,88,1.0,1.0,0.46,0.0,0.55
3454,50,1.0,4.59,0.62,0.0,0.49
1164,61,0.0,3.28,0.86,0.1,0.48
11733,133,0.0,8.9,0.28,0.1,0.49
8570,133,0.0,2.73,0.75,0.0,0.53
3499,117,0.0,45.91,0.63,0.1,0.42
16900,121,0.0,21.18,0.69,0.0,0.74
11483,86,1.0,6.86,0.66,0.0,0.54
7375,98,0.0,14.24,0.36,0.0,0.46
10291,77,1.0,22.81,0.7,0.0,0.51
16145,72,0.0,28.48,0.39,0.0,0.71
16057,163,0.0,23.73,0.48,0.0,0.5
3201,2,0.0,33.49,0.49,0.0,0.57
16442,11,0.0,15.79,0.55,0.0,0.8
12643,29,0.0,3.51,0.19,0.0,0.5
12178,155,0.0,9.84,0.28,0.1,0.54
5973,110,0.0,17.23,0.73,0.1,0.46
5228,153,0.0,1.0,0.76,0.0,0.6
11925,168,0.0,12.53,0.41,0.0,0.58
17798,180,0.0,41.3,0.31,0.0,0.47
9210,69,0.0,1.0,0.55,0.0,0.55
10379,114,0.0,31.41,0.66,0.0,0.48
2343,90,1.0,28.59,0.54,0.0,0.51
19997,138,0.0,37.68,0.57,0.0,0.48
805,152,0.0,46.58,0.57,0.1,0.45
7876,117,1.0,2.31,0.17,0.0,0.48
18851,26,0.0,14.51,0.37,0.0,0.52
17730,55,1.0,2.57,0.42,0.0,0.48
15745,175,0.0,49.26,0.57,0.1,0.43
2586,7,0.0,19.59,0.5,0.1,0.45
11191,75,1.0,3.82,0.8,0.0,0.58
17453,42,0.0,12.99,0.63,0.0,0.43
2029,105,0.0,20.1,0.3,0.1,0.45
17064,171,1.0,2.85,0.3,0.0,0.48
15878,157,1.0,35.49,0.39,0.0,0.51
6789,174,0.0,10.72,0.21,0.0,0.47
17314,160,0.0,7.04,0.38,0.0,0.42
17284,16,0.0,12.72,0.36,0.0,0.53
8478,170,0.0,16.68,0.44,0.1,0.46
2545,170,1.0,5.5,0.62,0.0,0.55
19330,78,0.0,12.88,0.68,0.0,0.49
178,68,0.0,6.63,0.63,0.1,0.83
15550,82,1.0,9.05,0.65,0.0,0.51
6869,32,0.0,2.74,0.22,0.0,0.51
17285,159,1.0,10.79,0.51,0.0,0.44
15464,8,0.0,60.22,0.58,0.0,0.53
18276,155,1.0,13.8,0.61,0.0,0.52
11937,18,0.0,7.33,0.68,0.0,0.5
4349,135,0.0,8.53,0.27,0.0,0.52
15777,22,0.0,36.17,0.25,0.0,0.52
3048,117,0.0,12.74,0.79,0.1,0.44
6852,70,1.0,1.0,0.47,0.0,0.41
4745,27,0.05,26.95,0.58,0.0,0.41
5330,137,0.0,3.8,0.46,0.1,0.46
9316,83,0.0,1.61,0.58,0.0,0.56
943,31,1.0,2.81,0.33,0.0,0.47
5544,139,0.0,3.41,0.25,0.0,0.48
7188,161,0.0,2.17,0.76,0.0,0.45
18034,34,0.0,18.48,0.28,0.1,0.6
7953,175,0.0,1.0,0.66,0.0,0.61
5509,105,1.0,3.21,0.18,0.0,0.62
11509,162,0.0,5.84,0.39,0.1,0.44
13012,18,0.0,16.76,0.29,0.0,0.51
8228,113,1.0,7.7,0.26,0.0,0.71
14081,112,0.0,22.82,0.2,0.0,0.46
973,167,0.0,5.59,0.67,0.0,0.57
14065,82,0.0,6.6,0.53,0.1,0.49
19626,4,0.0,9.37,0.64,0.0,0.5
17434,89,1.0,18.9,0.42,0.0,0.52
19466,136,1.0,7.2,0.23,0.0,0.51
18704,83,0.0,10.81,0.63,0.0,0.49
11022,152,0.0,7.17,0.56,0.0,0.51
12862,56,1.0,12.01,0.18,0.0,0.43
13096,174,0.0,1.15,0.57,0.0,0.42
10843,50,0.0,6.35,0.31,0.0,0.47
12632,148,0.0,3.24,0.76,0.1,0.49
11665,114,1.0,9.69,0.36,0.0,0.5
5852,58,1.0,1.0,0.43,0.0,0.57
22,69,1.0,22.61,0.2,0.0,0.49
19895,17,0.0,38.31,0.76,0.0,0.58
12234,122,0.0,16.82,0.47,0.0,0.54
1341,97,0.0,3.51,0.54,0.0,0.52
8397,165,0.0,3.07,0.65,0.0,0.49
1304,38,0.0,7.72,0.67,0.0,0.45
18288,1,0.0,9.93,0.5,0.0,0.57
16156,87,1.0,2.6,0.55,0.0,0.49
19442,130,0.0,19.86,0.71,0.0,0.52
3728,97,1.0,10.37,0.41,0.0,0.45
12385,64,0.0,1.0,0.44,0.0,0.56
6678,35,1.0,4.05,0.44,0.0,0.26
14532,145,1.0,50.27,0.8,0.0,0.49
9144,157,0.0,4.98,0.26,0.0,0.56
4834,96,0.0,13.84,0.73,0.0,0.39
14064,12,0.0,16.64,0.7,0.0,0.58
6895,119,0.0,2.75,0.73,0.0,0.49
5033,57,1.0,9.34,0.44,0.0,0.56
5544,136,0.0,9.33,0.37,0.0,0.48
19645,126,1.0,1.0,0.52,0.0,0.49
12715,140,0.0,23.23,0.55,0.0,0.56
1646,175,0.0,13.72,0.58,0.0,0.48
4441,48,1.0,24.6,0.28,0.0,0.5
10122,97,0.0,1.0,0.56,0.1,0.58
12000,10,0.0,7.14,0.44,0.1,0.51
13130,102,0.0,13.91,0.52,0.1,0.91
17880,154,1.0,10.9,0.61,0.0,0.41
15344,132,0.0,11.13,0.29,0.0,0.48
15722,156,0.0,37.81,0.55,0.0,0.49
11289,138,0.0,3.09,0.68,0.0,0.42
19062,79,0.0,4.32,0.73,0.0,0.48
10301,81,0.0,10.86,0.31,0.0,0.52
9819,82,0.0,22.54,0.45,0.0,0.49
5663,70,0.0,3.02,0.64,0.0,0.51
8888,172,0.0,12.87,0.64,0.0,0.5
15711,59,0.0,12.14,0.71,0.0,0.52
8449,75,0.0,19.29,0.81,0.0,0.52
1841,157,1.0,14.37,0.54,0.0,0.56
605,19,1.0,5.45,0.54,0.0,0.55
15289,27,0.0,6.12,0.66,0.1,0.46
6655,74,0.11,6.81,0.79,0.0,0.5
12942,132,1.0,11.29,0.57,0.0,0.54
12200,134,1.0,30.46,0.62,0.0,0.51
2846,54,0.0,3.86,0.47,0.1,0.53
2970,41,0.0,1.0,0.2,0.0,0.53
12552,10,0.0,2.36,0.25,0.0,0.52
12449,15,1.0,14.89,0.33,0.0,0.49
6391,80,1.0,1.0,0.54,0.0,0.58
18714,178,0.0,1.0,0.88,0.0,0.56
8860,153,0.0,8.34,0.27,0.0,0.5
5472,130,0.0,9.4,0.7,0.0,0.51
14542,173,1.0,3.91,0.39,0.0,0.43
16798,7,0.0,15.24,0.38,0.0,0.47
19360,165,0.0,6.3,0.43,0.0,0.63
1496,77,0.0,2.94,0.61,0.0,0.37
219,55,1.0,1.0,0.64,0.0,0.46
128,37,0.0,1.0,0.17,0.1,0.54
18480,69,1.0,15.47,0.26,0.0,0.5
4677,6,1.0,9.9,0.62,0.0,0.59
8694,95,0.0,10.1,0.69,0.0,0.43
3788,73,0.0,8.7,0.64,0.0,0.9
15088,175,1.0,1.0,0.55,0.0,0.58
13525,55,1.0,15.58,0.3,0.0,0.57
12266,166,0.0,43.11,0.46,0.1,0.85
9765,135,0.0,28.55,0.77,0.0,0.47
17436,53,0.0,1.0,0.41,0.0,0.48
14902,160,1.0,2.48,0.76,0.0,0.87
3937,144,0.0,40.9,0.18,0.0,0.45
15451,26,0.0,13.6,0.69,0.0,0.54
8760,171,1.0,1.9,0.32,0.0,0.51
2779,24,1.0,31.01,0.72,0.0,0.38
8856,152,0.0,11.44,0.39,0.0,0.6
10844,7,0.0,16.09,0.53,0.0,0.46
691,47,1.0,7.73,0.31,0.0,0.54
3929,52,0.0,6.43,0.82,0.0,0.63
4194,99,1.0,17.25,0.72,0.0,0.49
17849,76,0.0,57.41,0.4,0.0,0.42
5073,35,1.0,13.3,0.78,0.0,0.48
9461,63,1.0,43.28,0.51,0.0,0.52
1047,130,0.0,2.53,0.62,0.0,0.54
13420,48,0.0,5.95,0.83,0.0,0.49
4610,36,0.0,9.17,0.34,0.0,0.47
15683,107,0.0,18.74,0.47,0.0,0.55
8234,63,1.0,10.95,0.48,0.0,0.93
19510,151,0.0,6.25,0.42,0.0,0.49
11168,14,0.0,34.74,0.77,0.0,0.57
10321,127,1.0,1.0,0.31,0.0,0.77
10664,150,0.0,30.41,0.34,0.0,0.55
12004,90,1.0,11.31,0.5,0.0,0.86
11733,87,0.0,2.73,0.33,0.0,0.52
8958,5,0.0,9.6,0.37,0.1,0.53
